Account_ID,Customer_ID,Open_Date,Currency,Balance,Status,Product_Code
ACCT-5D91B3F8,CUST-A0D9E735,1990-06-04,EUR,573734.22,Suspended,PRD-236
ACCT-229E87F6,CUST-7B7308E8,1992-11-28,EUR,826227.49,Active,PRD-498
ACCT-EEAA81A9,CUST-7314732B,2001-08-04,JPY,767390.3,Closed,PRD-380
ACCT-E8B1BC95,CUST-83DB09A1,1991-07-07,GBP,533172.5,Closed,PRD-721
ACCT-3A31C21A,CUST-F3DF845C,1996-11-03,USD,206988.94,Suspended,PRD-334
ACCT-40F1B8D0,CUST-47654BC3,1998-08-08,GBP,370038.77,Closed,PRD-586
ACCT-766E0002,CUST-9D00BACE,1991-05-26,EUR,842292.29,Suspended,PRD-980
ACCT-B70E81BB,CUST-553D95EB,1989-12-22,USD,505555.26,Active,PRD-850
ACCT-A3ACE922,CUST-BD7DD775,1999-03-18,EUR,877424.69,Suspended,PRD-351
ACCT-CA808468,CUST-675AB038,1983-05-17,GBP,21383.81,Closed,PRD-927
