Account_ID,Customer_ID,Open_Date,Currency,Balance,Status,Product_Code
ACCT-1AB4589A,CUST-840E5861,2004-07-26,GBP,451773.09,Suspended,PRD-602
ACCT-72D0940A,CUST-A95C5078,1985-02-15,USD,823208.93,Active,PRD-648
ACCT-10C9F742,CUST-A10CBF0C,1993-12-20,JPY,560434.6,Closed,PRD-576
ACCT-1A56616A,CUST-822AB169,1998-06-22,JPY,84219.65,Closed,PRD-717
ACCT-79E6D1D6,CUST-FA25277C,1997-02-11,EUR,699013.17,Closed,PRD-245
ACCT-58E090BB,CUST-4BA8A759,2003-04-24,USD,667194.72,Active,PRD-538
ACCT-C58CDF3F,CUST-114FE1FA,1995-05-09,GBP,798096.28,Suspended,PRD-333
ACCT-282EF5A6,CUST-B844455B,1987-02-19,EUR,600.34,Active,PRD-447
ACCT-BFDF1F5F,CUST-EC985C25,1995-09-01,USD,706302.96,Closed,PRD-832
ACCT-4FBFBE02,CUST-D833A278,1994-09-06,EUR,414968.42,Suspended,PRD-802
ACCT-D20A6239,CUST-CF8A4CC3,2003-07-29,EUR,333146.8,Suspended,PRD-103
